경작지주소,산도,유기물,칼륨,강수량 합계,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Oct,20-Nov,20-Dec,2020-01-01(평균기온),2020-02-01(평균기온),2020-03-01(평균기온),2020-04-01(평균기온),2020-05-01(평균기온),2020-06-01(평균기온),2020-10-01(평균기온),2020-11-01(평균기온),2020-12-01(평균기온),2020-01-01(최저기온),2020-02-01(최저기온),2020-03-01(최저기온),2020-04-01(최저기온),2020-05-01(최저기온),2020-06-01(최저기온),2020-10-01(최저기온),2020-11-01(최저기온),2020-12-01(최저기온),2020-01-01(최고기온),2020-02-01(최고기온),2020-03-01(최고기온),2020-04-01(최고기온),2020-05-01(최고기온),2020-06-01(최고기온),2020-10-01(최고기온),2020-11-01(최고기온),2020-12-01(최고기온),최저라벨,최고기온,평균기온,강수량라벨,최종라벨링
충청남도 부여군 외산면 화성리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 가곡리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 가중리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 각대리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 거전리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 경둔리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 금공리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 나령리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 내지리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 대양리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 신대리,good_ph,good_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 오번리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 용두리,good_ph,3,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 은산리,good_ph,good_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 장벌리,good_ph,3,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 합수리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 홍산리,good_ph,3,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 은산면 회곡리,high_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 임천면 가신리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 임천면 구교리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 임천면 군사리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 임천면 두곡리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 임천면 만사리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 임천면 발산리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 임천면 비정리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 임천면 옥곡리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 임천면 점리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 임천면 칠산리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 임천면 탑산리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 장암면 북고리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 장암면 상황리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 장암면 석동리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 장암면 원문리,good_ph,3,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 장암면 장하리,good_ph,usually_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 장암면 점상리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 장암면 정암리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 장암면 지토리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 장암면 하황리,good_ph,usually_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 장암면 합곡리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 초촌면 산직리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 초촌면 세탑리,good_ph,good_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 초촌면 소사리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 초촌면 송국리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 초촌면 송정리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 초촌면 신암리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 초촌면 연화리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 초촌면 응평리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 초촌면 진호리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 초촌면 초평리,good_ph,usually_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 초촌면 추양리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 충화면 가화리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 충화면 만지리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 충화면 복금리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 충화면 오덕리,good_ph,good_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 충화면 지석리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 충화면 천당리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 충화면 청남리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 충화면 팔충리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 충화면 현미리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 홍산면 교원리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 홍산면 남촌리,good_ph,9,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 홍산면 무정리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 홍산면 북촌리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 홍산면 상천리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 홍산면 정동리,good_ph,good_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 홍산면 조현리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 홍산면 좌홍리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 홍산면 토정리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
